,Workforce jobs by industry  (thousand),low level aggregate,growth q on q,"Output per job: Manufacturing C SIC07, 2023=100, SA, UK","Output per hour: Manufacturing C SIC07, 2023=100, SA, UK","Productivity jobs: Manufacturing C SIC07, 2023=100, SA, UK",UKManufTO: 10-33 - UK Manufacturing TOTAL (£m),,,,Date,"Spot exchange rate, US $ into Sterling              [a] [a] [a]             XUDLUSS",Date,"Spot exchange rate, Euro into Sterling              [a] [a] [a]             XUDLERS",,year,month,UK_EPolicyUncertianty_Index
,,,,,,,,,,,30 May 19,1.2589,30 May 19,1.1314,,,,
,,,,,,,,,,,29 May 19,1.2631,29 May 19,1.1335,,,,
,,,,,,,,,,,28 May 19,1.2675,28 May 19,1.1343,,,,
,,,,,,,,,,,24 May 19,1.2691,24 May 19,1.1326,,,,
,,,,,,,,,,,23 May 19,1.2667,23 May 19,1.1362,,,,
,,,,,,,,,,,22 May 19,1.2657,22 May 19,1.1347,,,,
,,,,,,,,,,,21 May 19,1.2786,21 May 19,1.1436,,,,
,,,,,,,,,,,20 May 19,1.2734,20 May 19,1.1405,,,,
,,,,,,,,,,,17 May 19,1.2733,17 May 19,1.1409,,,,
,,,,,,,,,,,16 May 19,1.2792,16 May 19,1.1444,,,,
,,,,,,,,,,,15 May 19,1.2868,15 May 19,1.148,,,,
,,,,,,,,,,,14 May 19,1.2919,14 May 19,1.1522,,,,
,,,,,,,,,,,13 May 19,1.2984,13 May 19,1.155,,,,
,,,,,,,,,,,10 May 19,1.3033,10 May 19,1.1591,,,,
,,,,,,,,,,,09 May 19,1.302,09 May 19,1.1595,,,,
,,,,,,,,,,,08 May 19,1.3004,08 May 19,1.1608,,,,
,,,,,,,,,,,07 May 19,1.3047,07 May 19,1.1662,,,,
,,,,,,,,,,,03 May 19,1.3116,03 May 19,1.1723,,,,
,,,,,,,,,,,02 May 19,1.3033,02 May 19,1.1655,,,,
,,,,,,,,,,,01 May 19,1.3083,01 May 19,1.164,,,,
,,,,,,,,,,,30 Apr 19,1.3036,30 Apr 19,1.1632,,,,
,,,,,,,,,,,29 Apr 19,1.2922,29 Apr 19,1.1574,,,,
,,,,,,,,,,,26 Apr 19,1.2934,26 Apr 19,1.1586,,,,
,,,,,,,,,,,25 Apr 19,1.2907,25 Apr 19,1.1582,,,,
,,,,,,,,,,,24 Apr 19,1.2959,24 Apr 19,1.1565,,,,
,,,,,,,,,,,23 Apr 19,1.2937,23 Apr 19,1.1544,,,,
,,,,,,,,,,,18 Apr 19,1.3009,18 Apr 19,1.1569,,,,
,,,,,,,,,,,17 Apr 19,1.3046,17 Apr 19,1.1541,,,,
,,,,,,,,,,,16 Apr 19,1.3054,16 Apr 19,1.1553,,,,
,,,,,,,,,,,15 Apr 19,1.3116,15 Apr 19,1.1598,,,,
,,,,,,,,,,,12 Apr 19,1.3103,12 Apr 19,1.158,,,,
,,,,,,,,,,,11 Apr 19,1.3087,11 Apr 19,1.1608,,,,
,,,,,,,,,,,10 Apr 19,1.309,10 Apr 19,1.1635,,,,
,,,,,,,,,,,09 Apr 19,1.3045,09 Apr 19,1.1572,,,,
,,,,,,,,,,,08 Apr 19,1.3048,08 Apr 19,1.1585,,,,
,,,,,,,,,,,05 Apr 19,1.3012,05 Apr 19,1.1593,,,,
,,,,,,,,,,,04 Apr 19,1.3083,04 Apr 19,1.1665,,,,
,,,,,,,,,,,03 Apr 19,1.3156,03 Apr 19,1.1715,,,,
,,,,,,,,,,,02 Apr 19,1.3031,02 Apr 19,1.1644,,,,
,,,,,,,,,,,01 Apr 19,1.3141,01 Apr 19,1.1712,,,,
,,,,,,,,,,,29 Mar 19,1.303,29 Mar 19,1.1605,,,,
,,,,,,,,,,,28 Mar 19,1.3088,28 Mar 19,1.1648,,,,
,,,,,,,,,,,27 Mar 19,1.3192,27 Mar 19,1.1725,,,,
,,,,,,,,,,,26 Mar 19,1.3215,26 Mar 19,1.1714,,,,
,,,,,,,,,,,25 Mar 19,1.3197,25 Mar 19,1.1655,,,,
,,,,,,,,,,,22 Mar 19,1.322,22 Mar 19,1.1718,,,,
,,,,,,,,,,,21 Mar 19,1.3073,21 Mar 19,1.1507,,,,
,,,,,,,,,,,20 Mar 19,1.3192,20 Mar 19,1.1619,,,,
,,,,,,,,,,,19 Mar 19,1.3264,19 Mar 19,1.169,,,,
,,,,,,,,,,,18 Mar 19,1.322,18 Mar 19,1.166,,,,
,,,,,,,,,,,15 Mar 19,1.3279,15 Mar 19,1.1723,,,,
,,,,,,,,,,,14 Mar 19,1.3282,14 Mar 19,1.175,,,,
,,,,,,,,,,,13 Mar 19,1.3228,13 Mar 19,1.1697,,,,
,,,,,,,,,,,12 Mar 19,1.3097,12 Mar 19,1.1616,,,,
,,,,,,,,,,,11 Mar 19,1.3095,11 Mar 19,1.1666,,,,
,,,,,,,,,,,08 Mar 19,1.3005,08 Mar 19,1.1574,,,,
,,,,,,,,,,,07 Mar 19,1.3115,07 Mar 19,1.1675,,,,
,,,,,,,,,,,06 Mar 19,1.315,06 Mar 19,1.1619,,,,
,,,,,,,,,,,05 Mar 19,1.3114,05 Mar 19,1.1598,,,,
,,,,,,,,,,,04 Mar 19,1.3173,04 Mar 19,1.1633,,,,
,,,,,,,,,,,01 Mar 19,1.3243,01 Mar 19,1.163,,,,
,,,,,,,,,,,28 Feb 19,1.33,28 Feb 19,1.168,,,,
,,,,,,,,,,,27 Feb 19,1.3336,27 Feb 19,1.1718,,,,
,,,,,,,,,,,26 Feb 19,1.324,26 Feb 19,1.1655,,,,
,,,,,,,,,,,25 Feb 19,1.3067,25 Feb 19,1.1516,,,,
,,,,,,,,,,,22 Feb 19,1.3058,22 Feb 19,1.1514,,,,
,,,,,,,,,,,21 Feb 19,1.307,21 Feb 19,1.1518,,,,
,,,,,,,,,,,20 Feb 19,1.3061,20 Feb 19,1.151,,,,
,,,,,,,,,,,19 Feb 19,1.3031,19 Feb 19,1.1497,,,,
,,,,,,,,,,,18 Feb 19,1.2928,18 Feb 19,1.1434,,,,
,,,,,,,,,,,15 Feb 19,1.2847,15 Feb 19,1.1406,,,,
,,,,,,,,,,,14 Feb 19,1.2781,14 Feb 19,1.1332,,,,
,,,,,,,,,,,13 Feb 19,1.2878,13 Feb 19,1.1411,,,,
,,,,,,,,,,,12 Feb 19,1.2883,12 Feb 19,1.1402,,,,
,,,,,,,,,,,11 Feb 19,1.2866,11 Feb 19,1.1409,,,,
,,,,,,,,,,,08 Feb 19,1.2942,08 Feb 19,1.1427,,,,
,,,,,,,,,,,07 Feb 19,1.2975,07 Feb 19,1.1427,,,,
,,,,,,,,,,,06 Feb 19,1.2963,06 Feb 19,1.1394,,,,
,,,,,,,,,,,05 Feb 19,1.294,05 Feb 19,1.1343,,,,
,,,,,,,,,,,04 Feb 19,1.3085,04 Feb 19,1.1449,,,,
,,,,,,,,,,,01 Feb 19,1.3093,01 Feb 19,1.1417,,,,
,,,,,,,,,,,31 Jan 19,1.3152,31 Jan 19,1.146,,,,
,,,,,,,,,,,30 Jan 19,1.3072,30 Jan 19,1.1441,,,,
,,,,,,,,,,,29 Jan 19,1.3149,29 Jan 19,1.1519,,,,
,,,,,,,,,,,28 Jan 19,1.3156,28 Jan 19,1.1504,,,,
,,,,,,,,,,,25 Jan 19,1.3167,25 Jan 19,1.1552,,,,
,,,,,,,,,,,24 Jan 19,1.3042,24 Jan 19,1.1489,,,,
,,,,,,,,,,,23 Jan 19,1.3067,23 Jan 19,1.1482,,,,
,,,,,,,,,,,22 Jan 19,1.2957,22 Jan 19,1.1409,,,,
,,,,,,,,,,,21 Jan 19,1.2895,21 Jan 19,1.1345,,,,
,,,,,,,,,,,18 Jan 19,1.2906,18 Jan 19,1.1355,,,,
,,,,,,,,,,,17 Jan 19,1.2909,17 Jan 19,1.1343,,,,
,,,,,,,,,,,16 Jan 19,1.2861,16 Jan 19,1.1287,,,,
,,,,,,,,,,,15 Jan 19,1.281,15 Jan 19,1.1199,,,,
,,,,,,,,,,,14 Jan 19,1.2912,14 Jan 19,1.126,,,,
,,,,,,,,,,,11 Jan 19,1.2818,11 Jan 19,1.1168,,,,
,,,,,,,,,,,10 Jan 19,1.2779,10 Jan 19,1.1091,,,,
,,,,,,,,,,,09 Jan 19,1.2743,09 Jan 19,1.1071,,,,
,,,,,,,,,,,08 Jan 19,1.2731,08 Jan 19,1.1126,,,,
,,,,,,,,,,,07 Jan 19,1.2772,07 Jan 19,1.114,,,,
,,,,,,,,,,,04 Jan 19,1.2724,04 Jan 19,1.1152,,,,
,,,,,,,,,,,03 Jan 19,1.2601,03 Jan 19,1.106,,,,
,,,,,,,,,,,02 Jan 19,1.2608,02 Jan 19,1.1104,,,,
,,,,,,,,,,,31 Dec 18,1.2769,31 Dec 18,1.1149,,,,
,,,,,,,,,,,28 Dec 18,1.2688,28 Dec 18,1.1094,,,,
,,,,,,,,,,,27 Dec 18,1.2637,27 Dec 18,1.1084,,,,
,,,,,,,,,,,24 Dec 18,1.2649,24 Dec 18,1.1099,,,,
,,,,,,,,,,,21 Dec 18,1.2676,21 Dec 18,1.1112,,,,
,,,,,,,,,,,20 Dec 18,1.2636,20 Dec 18,1.1068,,,,
,,,,,,,,,,,19 Dec 18,1.2643,19 Dec 18,1.107,,,,
,,,,,,,,,,,18 Dec 18,1.2632,18 Dec 18,1.1116,,,,
,,,,,,,,,,,17 Dec 18,1.261,17 Dec 18,1.1124,,,,
,,,,,,,,,,,14 Dec 18,1.2561,14 Dec 18,1.1117,,,,
,,,,,,,,,,,13 Dec 18,1.2616,13 Dec 18,1.1116,,,,
,,,,,,,,,,,12 Dec 18,1.2661,12 Dec 18,1.1137,,,,
,,,,,,,,,,,11 Dec 18,1.2527,11 Dec 18,1.1064,,,,
,,,,,,,,,,,10 Dec 18,1.2536,10 Dec 18,1.1023,,,,
,,,,,,,,,,,07 Dec 18,1.2759,07 Dec 18,1.1201,,,,
,,,,,,,,,,,06 Dec 18,1.2778,06 Dec 18,1.1225,,,,
,,,,,,,,,,,05 Dec 18,1.2738,05 Dec 18,1.1231,,,,
,,,,,,,,,,,04 Dec 18,1.2727,04 Dec 18,1.1211,,,,
,,,,,,,,,,,03 Dec 18,1.2737,03 Dec 18,1.1224,,,,
,,,,,,,,,,,30 Nov 18,1.276,30 Nov 18,1.1266,,,,
,,,,,,,,,,,29 Nov 18,1.2778,29 Nov 18,1.1221,,,,
,,,,,,,,,,,28 Nov 18,1.2753,28 Nov 18,1.131,,,,
,,,,,,,,,,,27 Nov 18,1.2739,27 Nov 18,1.1281,,,,
,,,,,,,,,,,26 Nov 18,1.2826,26 Nov 18,1.131,,,,
,,,,,,,,,,,23 Nov 18,1.2802,23 Nov 18,1.1285,,,,
,,,,,,,,,,,22 Nov 18,1.2869,22 Nov 18,1.1283,,,,
,,,,,,,,,,,21 Nov 18,1.2784,21 Nov 18,1.1218,,,,
,,,,,,,,,,,20 Nov 18,1.2823,20 Nov 18,1.1238,,,,
,,,,,,,,,,,19 Nov 18,1.2864,19 Nov 18,1.1234,,,,
,,,,,,,,,,,16 Nov 18,1.284,16 Nov 18,1.1268,,,,
,,,,,,,,,,,15 Nov 18,1.2782,15 Nov 18,1.1294,,,,
,,,,,,,,,,,14 Nov 18,1.3004,14 Nov 18,1.15,,,,
,,,,,,,,,,,13 Nov 18,1.2997,13 Nov 18,1.1523,,,,
,,,,,,,,,,,12 Nov 18,1.2866,12 Nov 18,1.1435,,,,
,,,,,,,,,,,09 Nov 18,1.3029,09 Nov 18,1.1476,,,,
,,,,,,,,,,,08 Nov 18,1.3128,08 Nov 18,1.149,,,,
,,,,,,,,,,,07 Nov 18,1.3135,07 Nov 18,1.1452,,,,
,,,,,,,,,,,06 Nov 18,1.308,06 Nov 18,1.1457,,,,
,,,,,,,,,,,05 Nov 18,1.3018,05 Nov 18,1.1419,,,,
,,,,,,,,,,,02 Nov 18,1.2965,02 Nov 18,1.1396,,,,
,,,,,,,,,,,01 Nov 18,1.2974,01 Nov 18,1.1384,,,,
,,,,,,,,,,,31 Oct 18,1.2779,31 Oct 18,1.1277,,,,
,,,,,,,,,,,30 Oct 18,1.2731,30 Oct 18,1.1203,,,,
,,,,,,,,,,,29 Oct 18,1.2806,29 Oct 18,1.1243,,,,
,,,,,,,,,,,26 Oct 18,1.2821,26 Oct 18,1.1276,,,,
,,,,,,,,,,,25 Oct 18,1.2815,25 Oct 18,1.1261,,,,
,,,,,,,,,,,24 Oct 18,1.291,24 Oct 18,1.1329,,,,
,,,,,,,,,,,23 Oct 18,1.2975,23 Oct 18,1.1324,,,,
,,,,,,,,,,,22 Oct 18,1.2974,22 Oct 18,1.1311,,,,
,,,,,,,,,,,19 Oct 18,1.3046,19 Oct 18,1.1346,,,,
,,,,,,,,,,,18 Oct 18,1.3071,18 Oct 18,1.1377,,,,
,,,,,,,,,,,17 Oct 18,1.3135,17 Oct 18,1.1392,,,,
,,,,,,,,,,,16 Oct 18,1.321,16 Oct 18,1.1408,,,,
,,,,,,,,,,,15 Oct 18,1.3144,15 Oct 18,1.1344,,,,
,,,,,,,,,,,12 Oct 18,1.3158,12 Oct 18,1.1385,,,,
,,,,,,,,,,,11 Oct 18,1.321,11 Oct 18,1.1429,,,,
,,,,,,,,,,,10 Oct 18,1.32,10 Oct 18,1.1443,,,,
,,,,,,,,,,,09 Oct 18,1.3089,09 Oct 18,1.1413,,,,
,,,,,,,,,,,08 Oct 18,1.3071,08 Oct 18,1.1392,,,,
,,,,,,,,,,,05 Oct 18,1.3071,05 Oct 18,1.1358,,,,
,,,,,,,,,,,04 Oct 18,1.3027,04 Oct 18,1.1306,,,,
,,,,,,,,,,,03 Oct 18,1.3005,03 Oct 18,1.1271,,,,
,,,,,,,,,,,02 Oct 18,1.2978,02 Oct 18,1.1232,,,,
,,,,,,,,,,,01 Oct 18,1.3043,01 Oct 18,1.126,,,,
,,,,,,,,,,,28 Sep 18,1.3041,28 Sep 18,1.1228,,,,
,,,,,,,,,,,27 Sep 18,1.3116,27 Sep 18,1.1233,,,,
,,,,,,,,,,,26 Sep 18,1.3185,26 Sep 18,1.1222,,,,
,,,,,,,,,,,25 Sep 18,1.3163,25 Sep 18,1.1168,,,,
,,,,,,,,,,,24 Sep 18,1.3139,24 Sep 18,1.1145,,,,
,,,,,,,,,,,21 Sep 18,1.3099,21 Sep 18,1.114,,,,
,,,,,,,,,,,20 Sep 18,1.3256,20 Sep 18,1.1278,,,,
,,,,,,,,,,,19 Sep 18,1.3152,19 Sep 18,1.1272,,,,
,,,,,,,,,,,18 Sep 18,1.3155,18 Sep 18,1.1244,,,,
,,,,,,,,,,,17 Sep 18,1.3151,17 Sep 18,1.1249,,,,
,,,,,,,,,,,14 Sep 18,1.3074,14 Sep 18,1.1207,,,,
,,,,,,,,,,,13 Sep 18,1.3093,13 Sep 18,1.1216,,,,
,,,,,,,,,,,12 Sep 18,1.3021,12 Sep 18,1.1203,,,,
,,,,,,,,,,,11 Sep 18,1.2999,11 Sep 18,1.1222,,,,
,,,,,,,,,,,10 Sep 18,1.3019,10 Sep 18,1.1219,,,,
,,,,,,,,,,,07 Sep 18,1.2951,07 Sep 18,1.1181,,,,
,,,,,,,,,,,06 Sep 18,1.2947,06 Sep 18,1.1131,,,,
,,,,,,,,,,,05 Sep 18,1.2958,05 Sep 18,1.1147,,,,
,,,,,,,,,,,04 Sep 18,1.2832,04 Sep 18,1.1105,,,,
,,,,,,,,,,,03 Sep 18,1.2885,03 Sep 18,1.1081,,,,
,,,,,,,,,,,31 Aug 18,1.2994,31 Aug 18,1.1169,,,,
,,,,,,,,,,,30 Aug 18,1.3004,30 Aug 18,1.1154,,,,
,,,,,,,,,,,29 Aug 18,1.2999,29 Aug 18,1.1118,,,,
,,,,,,,,,,,28 Aug 18,1.2884,28 Aug 18,1.1,,,,
,,,,,,,,,,,24 Aug 18,1.2858,24 Aug 18,1.1058,,,,
,,,,,,,,,,,23 Aug 18,1.2835,23 Aug 18,1.1088,,,,
,,,,,,,,,,,22 Aug 18,1.291,22 Aug 18,1.113,,,,
,,,,,,,,,,,21 Aug 18,1.2868,21 Aug 18,1.117,,,,
,,,,,,,,,,,20 Aug 18,1.2759,20 Aug 18,1.1161,,,,
,,,,,,,,,,,17 Aug 18,1.2741,17 Aug 18,1.1167,,,,
,,,,,,,,,,,16 Aug 18,1.2724,16 Aug 18,1.1169,,,,
,,,,,,,,,,,15 Aug 18,1.2669,15 Aug 18,1.1199,,,,
,,,,,,,,,,,14 Aug 18,1.2753,14 Aug 18,1.1214,,,,
,,,,,,,,,,,13 Aug 18,1.2777,13 Aug 18,1.1189,,,,
,,,,,,,,,,,10 Aug 18,1.2776,10 Aug 18,1.1174,,,,
,,,,,,,,,,,09 Aug 18,1.2869,09 Aug 18,1.112,,,,
,,,,,,,,,,,08 Aug 18,1.2882,08 Aug 18,1.1105,,,,
,,,,,,,,,,,07 Aug 18,1.2954,07 Aug 18,1.1175,,,,
,,,,,,,,,,,06 Aug 18,1.294,06 Aug 18,1.1194,,,,
,,,,,,,,,,,03 Aug 18,1.3019,03 Aug 18,1.1233,,,,
,,,,,,,,,,,02 Aug 18,1.3032,02 Aug 18,1.1223,,,,
,,,,,,,,,,,01 Aug 18,1.3122,01 Aug 18,1.1241,,,,
,,,,,,,,,,,31 Jul 18,1.3117,31 Jul 18,1.121,,,,
,,,,,,,,,,,30 Jul 18,1.3145,30 Jul 18,1.1224,,,,
,,,,,,,,,,,27 Jul 18,1.3128,27 Jul 18,1.1265,,,,
,,,,,,,,,,,26 Jul 18,1.315,26 Jul 18,1.128,,,,
,,,,,,,,,,,25 Jul 18,1.3149,25 Jul 18,1.1262,,,,
,,,,,,,,,,,24 Jul 18,1.3156,24 Jul 18,1.1239,,,,
,,,,,,,,,,,23 Jul 18,1.3113,23 Jul 18,1.1203,,,,
,,,,,,,,,,,20 Jul 18,1.3102,20 Jul 18,1.1192,,,,
,,,,,,,,,,,19 Jul 18,1.3004,19 Jul 18,1.1197,,,,
,,,,,,,,,,,18 Jul 18,1.305,18 Jul 18,1.1207,,,,
,,,,,,,,,,,17 Jul 18,1.3161,17 Jul 18,1.1265,,,,
,,,,,,,,,,,16 Jul 18,1.3231,16 Jul 18,1.13,,,,
,,,,,,,,,,,13 Jul 18,1.3201,13 Jul 18,1.1315,,,,
,,,,,,,,,,,12 Jul 18,1.3223,12 Jul 18,1.1316,,,,
,,,,,,,,,,,11 Jul 18,1.3248,11 Jul 18,1.1305,,,,
,,,,,,,,,,,10 Jul 18,1.3265,10 Jul 18,1.1317,,,,
,,,,,,,,,,,09 Jul 18,1.326,09 Jul 18,1.1276,,,,
,,,,,,,,,,,06 Jul 18,1.3277,06 Jul 18,1.1293,,,,
,,,,,,,,,,,05 Jul 18,1.3223,05 Jul 18,1.1299,,,,
,,,,,,,,,,,04 Jul 18,1.3208,04 Jul 18,1.1345,,,,
,,,,,,,,,,,03 Jul 18,1.3176,03 Jul 18,1.131,,,,
,,,,,,,,,,,02 Jul 18,1.3124,02 Jul 18,1.1308,,,,
,,,,,,,,,,,29 Jun 18,1.3203,29 Jun 18,1.1308,,,,
,,,,,,,,,,,28 Jun 18,1.3098,28 Jun 18,1.131,,,,
,,,,,,,,,,,27 Jun 18,1.3147,27 Jun 18,1.1339,,,,
,,,,,,,,,,,26 Jun 18,1.3233,26 Jun 18,1.1342,,,,
,,,,,,,,,,,25 Jun 18,1.3269,25 Jun 18,1.1353,,,,
,,,,,,,,,,,22 Jun 18,1.3272,22 Jun 18,1.1404,,,,
,,,,,,,,,,,21 Jun 18,1.3257,21 Jun 18,1.1422,,,,
,,,,,,,,,,,20 Jun 18,1.3176,20 Jun 18,1.1379,,,,
,,,,,,,,,,,19 Jun 18,1.3173,19 Jun 18,1.1389,,,,
,,,,,,,,,,,18 Jun 18,1.3241,18 Jun 18,1.1403,,,,
,,,,,,,,,,,15 Jun 18,1.3286,15 Jun 18,1.1436,,,,
,,,,,,,,,,,14 Jun 18,1.3333,14 Jun 18,1.1443,,,,
,,,,,,,,,,,13 Jun 18,1.3367,13 Jun 18,1.1354,,,,
,,,,,,,,,,,12 Jun 18,1.3352,12 Jun 18,1.1328,,,,
,,,,,,,,,,,11 Jun 18,1.3394,11 Jun 18,1.1344,,,,
,,,,,,,,,,,08 Jun 18,1.3395,08 Jun 18,1.1387,,,,
,,,,,,,,,,,07 Jun 18,1.342,07 Jun 18,1.135,,,,
,,,,,,,,,,,06 Jun 18,1.3428,06 Jun 18,1.1398,,,,
,,,,,,,,,,,05 Jun 18,1.3341,05 Jun 18,1.1434,,,,
,,,,,,,,,,,04 Jun 18,1.3332,04 Jun 18,1.1397,,,,
,,,,,,,,,,,01 Jun 18,1.3331,01 Jun 18,1.1429,,,,
,,,,,,,,,,,31 May 18,1.3308,31 May 18,1.14,,,,
,,,,,,,,,,,30 May 18,1.3275,30 May 18,1.1433,,,,
,,,,,,,,,,,29 May 18,1.3269,29 May 18,1.1476,,,,
,,,,,,,,,,,25 May 18,1.3316,25 May 18,1.1424,,,,
,,,,,,,,,,,24 May 18,1.3374,24 May 18,1.1408,,,,
,,,,,,,,,,,23 May 18,1.3341,23 May 18,1.1399,,,,
,,,,,,,,,,,22 May 18,1.3421,22 May 18,1.1398,,,,
,,,,,,,,,,,21 May 18,1.341,21 May 18,1.1413,,,,
,,,,,,,,,,,18 May 18,1.3475,18 May 18,1.145,,,,
,,,,,,,,,,,17 May 18,1.3504,17 May 18,1.1454,,,,
,,,,,,,,,,,16 May 18,1.3483,16 May 18,1.1439,,,,
,,,,,,,,,,,15 May 18,1.3495,15 May 18,1.1378,,,,
,,,,,,,,,,,14 May 18,1.3593,14 May 18,1.1359,,,,
,,,,,,,,,,,11 May 18,1.3553,11 May 18,1.1346,,,,
,,,,,,,,,,,10 May 18,1.3467,10 May 18,1.1337,,,,
,,,,,,,,,,,09 May 18,1.3577,09 May 18,1.1452,,,,
,,,,,,,,,,,08 May 18,1.3518,08 May 18,1.1404,,,,
,,,,,,,,,,,04 May 18,1.3517,04 May 18,1.1331,,,,
,,,,,,,,,,,03 May 18,1.3546,03 May 18,1.1332,,,,
,,,,,,,,,,,02 May 18,1.3599,02 May 18,1.1374,,,,
,,,,,,,,,,,01 May 18,1.3596,01 May 18,1.1337,,,,
,,,,,,,,,,,30 Apr 18,1.3776,30 Apr 18,1.1402,,,,
,,,,,,,,,,,27 Apr 18,1.3795,27 Apr 18,1.1399,,,,
,,,,,,,,,,,26 Apr 18,1.3936,26 Apr 18,1.1503,,,,
,,,,,,,,,,,25 Apr 18,1.3935,25 Apr 18,1.1447,,,,
,,,,,,,,,,,24 Apr 18,1.3964,24 Apr 18,1.1432,,,,
,,,,,,,,,,,23 Apr 18,1.395,23 Apr 18,1.1415,,,,
,,,,,,,,,,,20 Apr 18,1.4025,20 Apr 18,1.1422,,,,
,,,,,,,,,,,19 Apr 18,1.4221,19 Apr 18,1.1502,,,,
,,,,,,,,,,,18 Apr 18,1.4235,18 Apr 18,1.1501,,,,
,,,,,,,,,,,17 Apr 18,1.431,17 Apr 18,1.1591,,,,
,,,,,,,,,,,16 Apr 18,1.4328,16 Apr 18,1.1582,,,,
,,,,,,,,,,,13 Apr 18,1.4247,13 Apr 18,1.1556,,,,
,,,,,,,,,,,12 Apr 18,1.4232,12 Apr 18,1.1553,,,,
,,,,,,,,,,,11 Apr 18,1.4207,11 Apr 18,1.1472,,,,
,,,,,,,,,,,10 Apr 18,1.4173,10 Apr 18,1.1476,,,,
,,,,,,,,,,,09 Apr 18,1.4129,09 Apr 18,1.1475,,,,
,,,,,,,,,,,06 Apr 18,1.4083,06 Apr 18,1.1485,,,,
,,,,,,,,,,,05 Apr 18,1.3999,05 Apr 18,1.1447,,,,
,,,,,,,,,,,04 Apr 18,1.4085,04 Apr 18,1.1452,,,,
,,,,,,,,,,,03 Apr 18,1.4038,03 Apr 18,1.1437,,,,
,,,,,,,,,,,29 Mar 18,1.4033,29 Mar 18,1.141,,,,
,,,,,,,,,,,28 Mar 18,1.4098,28 Mar 18,1.1415,,,,
,,,,,,,,,,,27 Mar 18,1.4144,27 Mar 18,1.1413,,,,
,,,,,,,,,,,26 Mar 18,1.4223,26 Mar 18,1.1431,,,,
,,,,,,,,,,,23 Mar 18,1.415,23 Mar 18,1.1448,,,,
,,,,,,,,,,,22 Mar 18,1.4099,22 Mar 18,1.1451,,,,
,,,,,,,,,,,21 Mar 18,1.4062,21 Mar 18,1.1463,,,,
,,,,,,,,,,,20 Mar 18,1.4011,20 Mar 18,1.1418,,,,
,,,,,,,,,,,19 Mar 18,1.4029,19 Mar 18,1.1379,,,,
,,,,,,,,,,,16 Mar 18,1.3918,16 Mar 18,1.1334,,,,
,,,,,,,,,,,15 Mar 18,1.3947,15 Mar 18,1.1321,,,,
,,,,,,,,,,,14 Mar 18,1.3945,14 Mar 18,1.1281,,,,
,,,,,,,,,,,13 Mar 18,1.3987,13 Mar 18,1.1282,,,,
,,,,,,,,,,,12 Mar 18,1.3898,12 Mar 18,1.1283,,,,
,,,,,,,,,,,09 Mar 18,1.3868,09 Mar 18,1.1257,,,,
,,,,,,,,,,,08 Mar 18,1.383,08 Mar 18,1.1218,,,,
,,,,,,,,,,,07 Mar 18,1.3896,07 Mar 18,1.1203,,,,
,,,,,,,,,,,06 Mar 18,1.3883,06 Mar 18,1.1198,,,,
,,,,,,,,,,,05 Mar 18,1.3848,05 Mar 18,1.1233,,,,
,,,,,,,,,,,02 Mar 18,1.3769,02 Mar 18,1.1185,,,,
,,,,,,,,,,,01 Mar 18,1.3725,01 Mar 18,1.1269,,,,
,,,,,,,,,,,28 Feb 18,1.378,28 Feb 18,1.1299,,,,
,,,,,,,,,,,27 Feb 18,1.3882,27 Feb 18,1.1341,,,,
,,,,,,,,,,,26 Feb 18,1.3941,26 Feb 18,1.1344,,,,
,,,,,,,,,,,23 Feb 18,1.3971,23 Feb 18,1.1362,,,,
,,,,,,,,,,,22 Feb 18,1.3937,22 Feb 18,1.1313,,,,
,,,,,,,,,,,21 Feb 18,1.3979,21 Feb 18,1.1347,,,,
,,,,,,,,,,,20 Feb 18,1.4005,20 Feb 18,1.1347,,,,
,,,,,,,,,,,19 Feb 18,1.3994,19 Feb 18,1.1288,,,,
,,,,,,,,,,,16 Feb 18,1.404,16 Feb 18,1.1279,,,,
,,,,,,,,,,,15 Feb 18,1.4056,15 Feb 18,1.1265,,,,
,,,,,,,,,,,14 Feb 18,1.3961,14 Feb 18,1.1256,,,,
,,,,,,,,,,,13 Feb 18,1.3881,13 Feb 18,1.1231,,,,
,,,,,,,,,,,12 Feb 18,1.3809,12 Feb 18,1.1246,,,,
,,,,,,,,,,,09 Feb 18,1.3806,09 Feb 18,1.127,,,,
,,,,,,,,,,,08 Feb 18,1.4004,08 Feb 18,1.1422,,,,
,,,,,,,,,,,07 Feb 18,1.3883,07 Feb 18,1.1293,,,,
,,,,,,,,,,,06 Feb 18,1.3908,06 Feb 18,1.1266,,,,
,,,,,,,,,,,05 Feb 18,1.4016,05 Feb 18,1.1285,,,,
,,,,,,,,,,,02 Feb 18,1.4125,02 Feb 18,1.1357,,,,
,,,,,,,,,,,01 Feb 18,1.4237,01 Feb 18,1.1417,,,,
,,,,,,,,,,,31 Jan 18,1.4221,31 Jan 18,1.1416,,,,
,,,,,,,,,,,30 Jan 18,1.4112,30 Jan 18,1.1371,,,,
,,,,,,,,,,,29 Jan 18,1.4063,29 Jan 18,1.1381,,,,
,,,,,,,,,,,26 Jan 18,1.4181,26 Jan 18,1.1408,,,,
,,,,,,,,,,,25 Jan 18,1.4302,25 Jan 18,1.1437,,,,
,,,,,,,,,,,24 Jan 18,1.4222,24 Jan 18,1.1487,,,,
